trip_id,duration,,
190518448,14,,
190518449,28,,
190518443,42,,
190518444,7,,
190518445,31,,
190518446,27,,
190518440,5,,
190518441,30,,
190518442,15,,
190518432,35,,
190518433,11,,
190518434,12,,
190518435,10,,
190518436,3,,
190518437,10,,
190518438,35,,
190518439,19,,
190518426,12,,
190518427,34,,
190518428,7,,
190518429,34,,
190518430,11,,
190518431,20,,
190518422,14,,
190518423,5,,
190518424,33,,
190518425,7,,
190518421,13,,
190518420,25,,
190542506,96,,
190518418,5,,
190518419,10,,
190518416,15,,
190518417,8,,
190518412,18,,
190518414,7,,
190518415,7,,
190518409,7,,
190518410,21,,
190518411,18,,
190542494,48,,
190518404,8,,
190518405,20,,
190518406,9,,
190518407,17,,
190518408,27,,
190518402,27,,
190518403,38,,
190518399,16,,
190518400,12,,
190518401,4,,
190518394,1,,
190518395,5,,
190518396,17,,
190518397,5,,
190518398,1,,
190566754,116,,
190518391,20,,
190518392,27,,
190542475,50,,
190518388,24,,
190518389,16,,
190518390,7,,
190518386,28,,
190518387,11,,
190518384,8,,
190518385,19,,
190518381,13,,
190518382,7,,
190518383,13,,
190518378,17,,
190518379,16,,
190518373,9,,
190518374,22,,
190518375,11,,
190518376,11,,
190518372,8,,
190542455,89,,
190518370,8,,
190518371,3,,
190542452,88,,
190518366,10,,
190518367,11,,
190518368,11,,
190518369,10,,
190518364,23,,
190542443,86,,
190518358,5,,
190518360,21,,
190518361,25,,
190518362,10,,
190518363,7,,
190518355,6,,
190518357,10,,
190542430,43,,
190542424,61,,
190542425,43,,
190542426,33,,
190542420,60,,
190542422,31,,
190518352,8,,
190518353,10,,
190518354,7,,
190518345,8,,
190518346,14,,
190518347,21,,
190518348,9,,
190518349,8,,
190518351,20,,
190518344,13,,
190542406,22,,
190518342,8,,
190518343,11,,
190518338,14,,
190518339,7,,
190518340,3,,
190518341,16,,
190518337,5,,
190518335,13,,
190518336,17,,
190542396,23,,
190518330,8,,
190518331,17,,
190518332,16,,
190518333,2,,
190518334,4,,
190542394,22,,
190518327,8,,
190518328,8,,
190518329,13,,
190542387,19,,
190518325,10,,
190518326,14,,
190542382,15,,
190542385,22,,
190518324,8,,
190542378,55,,
190542379,33,,
190542380,40,,
190518323,10,,
190542375,24,,
190542376,17,,
190518319,6,,
190518320,8,,
190518321,8,,
190518322,11,,
190542371,13,,
190518318,7,,
190542366,13,,
190542367,14,,
190542369,15,,
190542364,34,,
190542365,39,,
190518317,6,,
190542360,24,,
190542361,21,,
190542362,38,,
190542363,33,,
190518316,5,,
190542351,17,,
190542352,9,,
190542353,16,,
190542354,37,,
190542356,20,,
190542357,46,,
190542358,20,,
190542349,18,,
190542350,22,,
190542345,16,,
190542346,7,,
190542347,16,,
190542348,58,,
190542343,16,,
190542344,20,,
190542338,14,,
190542339,10,,
190542340,10,,
190542341,27,,
190542342,12,,
190566614,74,,
190542334,19,,
190542335,35,,
190542336,9,,
190542337,9,,
190542326,12,,
190542327,13,,
190542328,8,,
190542329,2,,
190542330,25,,
190542332,12,,
190542333,44,,
190542320,24,,
190542321,12,,
190542322,11,,
190542323,7,,
190542324,24,,
190542325,6,,
190640446,242,,
190542317,11,,
190542318,4,,
190542319,8,,
190566593,77,,
190886849,989,,
190542308,7,,
190542309,16,,
190542310,3,,
190542311,56,,
190542312,17,,
190542313,15,,
190542314,26,,
190542315,10,,
190542316,13,,
190542304,6,,
190542305,21,,
190542306,16,,
190542307,9,,
190542301,19,,
190542302,13,,
190542303,4,,
190566576,71,,
190542300,53,,
190542299,20,,
190542298,15,,
190566569,96,,
190542295,20,,
190542296,8,,
190542297,20,,
190566565,93,,
190542294,20,,
190615672,208,,
190542287,14,,
190542288,6,,
190542289,30,,
190542290,6,,
190542291,19,,
190542292,19,,
190542293,15,,
190542285,10,,
190542286,5,,
190542282,29,,
190542283,8,,
190542284,12,,
190542279,7,,
190542276,10,,
190542277,39,,
190542278,15,,
190542274,20,,
190542275,24,,
190591008,118,,
190542270,35,,
190542271,13,,
190542272,27,,
190542269,5,,
190542268,10,,
190542267,36,,
190542261,26,,
190542262,9,,
190542263,12,,
190542264,8,,
190542265,3,,
190542266,9,,
190566528,93,,
190615630,214,,
190542258,25,,
190542260,17,,
190542248,15,,
190542249,8,,
190542250,15,,
190542251,32,,
190542252,10,,
190542253,8,,
190542254,13,,
190542255,10,,
190542257,16,,
190542245,14,,
190542246,9,,
190542247,14,,
190542240,13,,
190542241,26,,
190542242,9,,
190542243,21,,
190542244,29,,
190542237,8,,
190542238,4,,
190542239,8,,
190542235,21,,
190542236,11,,
190590966,135,,
190542234,14,,
190542230,24,,
190542231,18,,
190542232,4,,
190542233,9,,
190542225,7,,
190542226,11,,
190542227,19,,
190542229,23,,
190542221,13,,
190542222,21,,
190542223,23,,
190542224,21,,
190542218,17,,
190542219,15,,
190542220,9,,
190542216,16,,
190542217,8,,
190590947,127,,
190542214,14,,
190542215,8,,
190542212,22,,
190542213,14,,
190542211,7,,
190566474,45,,
190542207,13,,
190542208,18,,
190542209,14,,
190542210,10,,
190542205,15,,
190542206,13,,
190566467,58,,
190542203,9,,
190542204,12,,
190566465,29,,
190590929,95,,
190542199,14,,
190542200,6,,
190542201,10,,
190542202,9,,
190542195,14,,
190542197,13,,
190542198,8,,
190542192,14,,
190542193,17,,
190542194,10,,
190566450,50,,
190566452,51,,
190542189,16,,
190542190,9,,
190542191,16,,
190542188,14,,
190542185,1,,
190542187,8,,
190566442,19,,
190566444,18,,
190566439,25,,
190566440,17,,
190542181,11,,
190542182,11,,
190542183,7,,
190542184,5,,
190566431,21,,
190566432,15,,
190566433,56,,
190566436,22,,
190590895,134,,
190590896,93,,
190542179,5,,
190542180,6,,
190566429,55,,
190542178,5,,
190566427,21,,
190542175,7,,
190542176,9,,
190542177,6,,
190566422,12,,
190842943,850,,
190542174,4,,
190566421,11,,
190542173,8,,
190566416,9,,
190566417,18,,
190566418,10,,
190566419,10,,
190542172,4,,
190566412,32,,
190566414,10,,
190864592,854,,
190566406,19,,
190566407,19,,
190566408,12,,
190566409,7,,
190566410,7,,
190542169,5,,
190566402,9,,
190566404,64,,
190566399,14,,
190566400,10,,
190566401,9,,
190566393,12,,
190566394,5,,
190566395,59,,
190566397,7,,
190566398,29,,
190566384,27,,
190566385,7,,
190566386,26,,
190566387,10,,
190566388,58,,
190566389,6,,
